country_code,media_source,earnings,user_count,date,cost
AE,Facebook Ads,1.0,3.0,2020-07-01,59.3
AT,Facebook Ads,0.5,1.0,2020-07-01,7.53
AU,Facebook Ads,111.97,9.0,2020-07-01,73.72
BE,Facebook Ads,0.5,1.0,2020-07-01,13.26
BM,Facebook Ads,49.99,1.0,2020-07-01,0.92
BN,Facebook Ads,0.5,1.0,2020-07-01,1.22
BR,Facebook Ads,21.98,15.0,2020-07-01,249.99
CA,Facebook Ads,9.99,6.0,2020-07-01,108.74
CH,Facebook Ads,0.5,1.0,2020-07-01,24.18
CN,Facebook Ads,49.99,1.0,2020-07-01,39.09
CO,Facebook Ads,0.0,1.0,2020-07-01,15.43
CR,Facebook Ads,0.5,1.0,2020-07-01,6.18
CY,Facebook Ads,0.5,1.0,2020-07-01,3.73
DE,Facebook Ads,2.0,5.0,2020-07-01,50.67
DO,Facebook Ads,0.0,1.0,2020-07-01,5.3
EE,Facebook Ads,0.5,1.0,2020-07-01,1.63
ES,Facebook Ads,0.5,1.0,2020-07-01,24.76
FR,Facebook Ads,0.5,1.0,2020-07-01,22.66
GR,Facebook Ads,1.0,2.0,2020-07-01,9.3
HK,Facebook Ads,12.49,8.0,2020-07-01,93.2
HR,Facebook Ads,0.0,1.0,2020-07-01,4.8
ID,Facebook Ads,0.0,2.0,2020-07-01,13.03
IL,Facebook Ads,0.5,1.0,2020-07-01,10.6
IN,Facebook Ads,0.5,1.0,2020-07-01,38.32
IT,Facebook Ads,0.5,1.0,2020-07-01,20.13
KH,Facebook Ads,0.0,2.0,2020-07-01,4.08
KR,Facebook Ads,0.5,1.0,2020-07-01,11.03
KZ,Facebook Ads,0.0,1.0,2020-07-01,6.34
MN,Facebook Ads,10.49,2.0,2020-07-01,2.87
MO,Facebook Ads,49.99,1.0,2020-07-01,6.13
MX,Facebook Ads,0.5,3.0,2020-07-01,27.8
NL,Facebook Ads,0.5,1.0,2020-07-01,28.24
NO,Facebook Ads,0.5,3.0,2020-07-01,18.25
NZ,Facebook Ads,0.0,2.0,2020-07-01,18.44
OM,Facebook Ads,0.0,2.0,2020-07-01,8.23
Organic/Unknown,Organic/Unknown,182.94,36.0,2020-07-01,
PH,Facebook Ads,49.99,3.0,2020-07-01,63.15
PR,Facebook Ads,0.5,1.0,2020-07-01,4.52
PY,Facebook Ads,0.0,1.0,2020-07-01,1.53
RO,Facebook Ads,1.0,3.0,2020-07-01,8.5
RS,Facebook Ads,0.5,1.0,2020-07-01,3.4
RU,Facebook Ads,1.0,5.0,2020-07-01,41.28
SA,Facebook Ads,1.0,7.0,2020-07-01,42.96
SE,Facebook Ads,0.5,1.0,2020-07-01,14.47
SG,Facebook Ads,10.49,2.0,2020-07-01,26.55
TH,Facebook Ads,0.5,3.0,2020-07-01,37.16
TR,Facebook Ads,1.0,3.0,2020-07-01,41.47
UA,Facebook Ads,0.5,3.0,2020-07-01,8.31
UK,Facebook Ads,52.49,8.0,2020-07-01,
US,Facebook Ads,343.91,52.0,2020-07-01,810.0
VN,Facebook Ads,60.980000000000004,7.0,2020-07-01,24.52
ZA,Facebook Ads,0.5,1.0,2020-07-01,20.54
AE,Facebook Ads,0.0,4.0,2020-07-02,53.09
AM,Facebook Ads,0.0,1.0,2020-07-02,3.26
AR,Facebook Ads,0.0,1.0,2020-07-02,7.56
AU,Facebook Ads,9.49,5.0,2020-07-02,71.93
AZ,Facebook Ads,0.0,1.0,2020-07-02,3.58
BA,Facebook Ads,0.0,1.0,2020-07-02,0.59
BE,Facebook Ads,0.0,1.0,2020-07-02,13.19
BR,Facebook Ads,22.98,10.0,2020-07-02,91.21
CA,Facebook Ads,9.99,12.0,2020-07-02,116.84
CN,Facebook Ads,0.5,2.0,2020-07-02,32.45
CO,Facebook Ads,0.5,1.0,2020-07-02,16.76
CR,Facebook Ads,0.5,1.0,2020-07-02,8.18
CZ,Facebook Ads,0.5,1.0,2020-07-02,12.27
DE,Facebook Ads,1.0,5.0,2020-07-02,56.16
DO,Facebook Ads,0.5,1.0,2020-07-02,5.31
EG,Facebook Ads,10.49,2.0,2020-07-02,20.26
ES,Facebook Ads,0.5,1.0,2020-07-02,22.02
FR,Facebook Ads,1.5,3.0,2020-07-02,27.0
GH,Facebook Ads,0.0,1.0,2020-07-02,22.06
HK,Facebook Ads,2.0,5.0,2020-07-02,64.73
ID,Facebook Ads,0.0,1.0,2020-07-02,14.87
IL,Facebook Ads,0.0,1.0,2020-07-02,9.45
IN,Facebook Ads,8.49,5.0,2020-07-02,15.93
IQ,Facebook Ads,0.5,1.0,2020-07-02,4.2
IT,Facebook Ads,0.5,2.0,2020-07-02,24.15
JM,Facebook Ads,0.0,1.0,2020-07-02,3.88
JP,Facebook Ads,1.0,2.0,2020-07-02,27.46
KR,Facebook Ads,0.0,1.0,2020-07-02,11.14
KW,Facebook Ads,0.5,1.0,2020-07-02,7.79
KZ,Facebook Ads,0.5,1.0,2020-07-02,6.12
LA,Facebook Ads,0.5,1.0,2020-07-02,0.73
MX,Facebook Ads,50.49,4.0,2020-07-02,30.93
MY,Facebook Ads,1.5,3.0,2020-07-02,33.97
NG,Facebook Ads,0.0,1.0,2020-07-02,29.21
NL,Facebook Ads,1.0,4.0,2020-07-02,26.56
Organic/Unknown,Organic/Unknown,168.46,35.0,2020-07-02,
PH,Facebook Ads,9.49,8.0,2020-07-02,77.46
PL,Facebook Ads,11.99,6.0,2020-07-02,52.49
RU,Facebook Ads,8.49,4.0,2020-07-02,37.31
SA,Facebook Ads,51.49,6.0,2020-07-02,55.08
SA,Google Ads,0.0,1.0,2020-07-02,
SG,Facebook Ads,0.5,1.0,2020-07-02,30.86
TH,Facebook Ads,1.0,2.0,2020-07-02,34.0
TN,Facebook Ads,0.0,1.0,2020-07-02,1.39
TR,Facebook Ads,0.5,3.0,2020-07-02,39.25
TW,Facebook Ads,0.5,2.0,2020-07-02,13.34
UK,Facebook Ads,51.49,7.0,2020-07-02,
US,Facebook Ads,202.43,60.0,2020-07-02,820.49
VN,Facebook Ads,2.0,7.0,2020-07-02,58.09
ZA,Facebook Ads,0.0,1.0,2020-07-02,25.38
AE,Facebook Ads,1.5,3.0,2020-07-03,63.55
AU,Facebook Ads,51.99,5.0,2020-07-03,112.7
BE,Facebook Ads,10.49,2.0,2020-07-03,9.96
BR,Facebook Ads,151.47,8.0,2020-07-03,138.66
CA,Facebook Ads,11.99,7.0,2020-07-03,104.55
CL,Facebook Ads,10.99,4.0,2020-07-03,22.19
CN,Facebook Ads,0.5,1.0,2020-07-03,39.11
CR,Facebook Ads,0.5,1.0,2020-07-03,6.6
DE,Facebook Ads,1.5,4.0,2020-07-03,44.27
EG,Facebook Ads,0.0,2.0,2020-07-03,25.09
ES,Facebook Ads,0.5,2.0,2020-07-03,20.03
FI,Facebook Ads,0.0,1.0,2020-07-03,5.98
FR,Facebook Ads,1.0,2.0,2020-07-03,27.38
GR,Facebook Ads,0.5,1.0,2020-07-03,7.88
HK,Facebook Ads,151.47,8.0,2020-07-03,73.09
ID,Facebook Ads,10.49,2.0,2020-07-03,18.86
IL,Facebook Ads,0.0,1.0,2020-07-03,12.64
IN,Facebook Ads,0.0,1.0,2020-07-03,35.82
IQ,Facebook Ads,0.5,1.0,2020-07-03,3.94
KR,Facebook Ads,1.0,2.0,2020-07-03,16.83
KW,Facebook Ads,0.5,1.0,2020-07-03,10.72
KZ,Facebook Ads,0.0,1.0,2020-07-03,6.63
LB,Facebook Ads,0.5,1.0,2020-07-03,5.08
MO,Facebook Ads,0.5,1.0,2020-07-03,8.0
MQ,Facebook Ads,0.5,1.0,2020-07-03,0.48
MY,Facebook Ads,1.0,2.0,2020-07-03,43.21
NG,Facebook Ads,0.0,2.0,2020-07-03,29.15
NL,Facebook Ads,10.99,3.0,2020-07-03,19.04
NO,Facebook Ads,0.5,1.0,2020-07-03,13.76
NZ,Facebook Ads,1.0,2.0,2020-07-03,23.02
OM,Facebook Ads,0.5,1.0,2020-07-03,10.42
Organic/Unknown,Organic/Unknown,58.99,27.0,2020-07-03,
PH,Facebook Ads,1.5,6.0,2020-07-03,61.96
PK,Facebook Ads,7.99,2.0,2020-07-03,4.28
PL,Facebook Ads,1.0,3.0,2020-07-03,77.66
PR,Facebook Ads,0.5,1.0,2020-07-03,3.34
RO,Facebook Ads,0.0,1.0,2020-07-03,14.6
RU,Facebook Ads,1.0,2.0,2020-07-03,38.7
SA,Facebook Ads,2.5,5.0,2020-07-03,48.16
SE,Facebook Ads,50.49,2.0,2020-07-03,16.21
SG,Facebook Ads,0.5,1.0,2020-07-03,29.63
SK,Facebook Ads,0.5,1.0,2020-07-03,7.92
TH,Facebook Ads,9.49,5.0,2020-07-03,34.07
TR,Facebook Ads,1.0,3.0,2020-07-03,35.8
UK,Facebook Ads,2.5,9.0,2020-07-03,
US,Facebook Ads,423.87,70.0,2020-07-03,965.53
VN,Facebook Ads,1.5,3.0,2020-07-03,44.17
ZA,Facebook Ads,0.0,1.0,2020-07-03,23.79
AE,Facebook Ads,0.0,3.0,2020-07-04,68.0
AR,Facebook Ads,0.5,1.0,2020-07-04,6.6
AU,Facebook Ads,1.0,3.0,2020-07-04,85.01
BN,Facebook Ads,1.0,2.0,2020-07-04,1.1
BR,Facebook Ads,61.980000000000004,9.0,2020-07-04,169.86
CA,Facebook Ads,51.49,5.0,2020-07-04,97.28
CH,Facebook Ads,0.5,1.0,2020-07-04,14.55
CL,Facebook Ads,0.5,1.0,2020-07-04,47.09
CN,Facebook Ads,1.0,2.0,2020-07-04,28.19
DE,Facebook Ads,0.0,2.0,2020-07-04,42.1
EC,Facebook Ads,0.5,1.0,2020-07-04,6.68
ES,Facebook Ads,0.5,1.0,2020-07-04,23.1
FR,Facebook Ads,0.5,1.0,2020-07-04,23.24
GR,Facebook Ads,10.49,2.0,2020-07-04,7.27
HK,Facebook Ads,12.49,8.0,2020-07-04,78.19
HR,Facebook Ads,49.99,1.0,2020-07-04,4.62
HU,Facebook Ads,0.0,1.0,2020-07-04,11.69
ID,Facebook Ads,51.49,4.0,2020-07-04,21.06
IE,Facebook Ads,0.0,1.0,2020-07-04,11.37
JM,Facebook Ads,0.5,1.0,2020-07-04,3.7
KR,Facebook Ads,0.5,1.0,2020-07-04,15.23
KW,Facebook Ads,0.5,1.0,2020-07-04,9.66
KZ,Facebook Ads,0.5,2.0,2020-07-04,7.62
MA,Facebook Ads,0.5,1.0,2020-07-04,2.33
MM,Facebook Ads,0.5,1.0,2020-07-04,0.93
MN,Facebook Ads,0.0,1.0,2020-07-04,3.01
MV,Facebook Ads,0.5,1.0,2020-07-04,1.48
MX,Facebook Ads,62.980000000000004,8.0,2020-07-04,60.97
NG,Facebook Ads,1.5,4.0,2020-07-04,32.93
NL,Facebook Ads,0.5,1.0,2020-07-04,15.97
NZ,Facebook Ads,1.0,2.0,2020-07-04,14.97
OM,Facebook Ads,0.0,1.0,2020-07-04,7.3
Organic/Unknown,Organic/Unknown,245.92000000000002,38.0,2020-07-04,
PE,Facebook Ads,0.5,2.0,2020-07-04,7.88
PG,Facebook Ads,0.5,1.0,2020-07-04,0.4
PH,Facebook Ads,8.49,3.0,2020-07-04,50.85
PL,Facebook Ads,1.5,3.0,2020-07-04,30.7
RU,Facebook Ads,0.0,1.0,2020-07-04,18.0
SA,Facebook Ads,8.49,5.0,2020-07-04,45.03
SG,Facebook Ads,0.5,1.0,2020-07-04,27.18
SR,Facebook Ads,0.5,1.0,2020-07-04,0.21
TH,Facebook Ads,1.0,3.0,2020-07-04,39.52
TR,Facebook Ads,8.99,7.0,2020-07-04,51.26
TW,Facebook Ads,0.5,1.0,2020-07-04,16.83
TZ,Facebook Ads,0.5,1.0,2020-07-04,6.28
UA,Facebook Ads,0.5,2.0,2020-07-04,5.32
UK,Facebook Ads,1.5,6.0,2020-07-04,
US,Facebook Ads,94.96000000000001,52.0,2020-07-04,1129.41
VN,Facebook Ads,0.5,2.0,2020-07-04,25.34
ZA,Facebook Ads,0.5,1.0,2020-07-04,12.98
AE,Facebook Ads,0.5,2.0,2020-07-05,65.18
AO,Facebook Ads,0.5,1.0,2020-07-05,2.67
AR,Facebook Ads,0.0,1.0,2020-07-05,8.97
AU,Facebook Ads,0.5,1.0,2020-07-05,87.7
AZ,Facebook Ads,0.5,2.0,2020-07-05,6.55
BB,Facebook Ads,0.0,1.0,2020-07-05,0.34
BE,Facebook Ads,1.0,2.0,2020-07-05,17.61
BG,Facebook Ads,0.5,1.0,2020-07-05,8.01
BM,Facebook Ads,0.5,1.0,2020-07-05,0.99
BN,Facebook Ads,0.5,1.0,2020-07-05,1.11
BR,Facebook Ads,51.49,9.0,2020-07-05,154.53
CA,Facebook Ads,9.49,6.0,2020-07-05,80.36
CL,Facebook Ads,18.48,6.0,2020-07-05,27.16
CN,Facebook Ads,0.5,2.0,2020-07-05,19.94
CZ,Facebook Ads,0.5,1.0,2020-07-05,11.26
DE,Facebook Ads,13.49,9.0,2020-07-05,72.53
DK,Facebook Ads,0.0,1.0,2020-07-05,10.65
DO,Facebook Ads,49.99,1.0,2020-07-05,6.67
EG,Facebook Ads,0.0,2.0,2020-07-05,15.4
ES,Facebook Ads,11.99,6.0,2020-07-05,21.97
FI,Facebook Ads,0.5,1.0,2020-07-05,6.15
FR,Facebook Ads,0.5,2.0,2020-07-05,32.99
GR,Facebook Ads,0.0,1.0,2020-07-05,10.41
GT,Facebook Ads,0.5,1.0,2020-07-05,2.72
HK,Facebook Ads,2.0,5.0,2020-07-05,51.17
HR,Facebook Ads,0.0,1.0,2020-07-05,7.22
IN,Facebook Ads,18.48,6.0,2020-07-05,50.16
JP,Facebook Ads,1.0,3.0,2020-07-05,21.62
KE,Facebook Ads,0.0,1.0,2020-07-05,5.03
KR,Facebook Ads,2.0,4.0,2020-07-05,17.72
MA,Facebook Ads,0.5,1.0,2020-07-05,2.33
MV,Facebook Ads,0.5,1.0,2020-07-05,1.42
MX,Facebook Ads,2.5,5.0,2020-07-05,30.39
MY,Facebook Ads,50.49,2.0,2020-07-05,28.26
MZ,Facebook Ads,0.5,1.0,2020-07-05,1.85
NG,Facebook Ads,1.0,6.0,2020-07-05,21.43
NL,Facebook Ads,8.49,6.0,2020-07-05,24.56
NO,Facebook Ads,0.5,1.0,2020-07-05,24.94
OM,Facebook Ads,0.0,1.0,2020-07-05,7.6
Organic/Unknown,Organic/Unknown,364.92,31.0,2020-07-05,
PA,Facebook Ads,0.5,2.0,2020-07-05,3.39
PE,Facebook Ads,1.0,2.0,2020-07-05,7.43
PH,Facebook Ads,0.0,1.0,2020-07-05,51.35
PL,Facebook Ads,67.48,18.0,2020-07-05,210.27
PR,Facebook Ads,0.5,1.0,2020-07-05,4.04
PT,Facebook Ads,0.5,1.0,2020-07-05,8.67
QA,Facebook Ads,0.5,1.0,2020-07-05,13.25
RO,Facebook Ads,0.5,4.0,2020-07-05,21.86
RS,Facebook Ads,10.49,2.0,2020-07-05,4.53
RU,Facebook Ads,0.0,1.0,2020-07-05,10.09
SA,Facebook Ads,9.49,6.0,2020-07-05,48.6
SE,Facebook Ads,0.0,1.0,2020-07-05,22.65
SG,Facebook Ads,1.0,3.0,2020-07-05,22.46
SO,Facebook Ads,0.0,1.0,2020-07-05,0.98
TH,Facebook Ads,7.99,2.0,2020-07-05,32.11
TR,Facebook Ads,1.5,5.0,2020-07-05,57.05
TW,Facebook Ads,7.99,2.0,2020-07-05,10.05
TZ,Facebook Ads,1.0,2.0,2020-07-05,6.72
UA,Facebook Ads,0.0,1.0,2020-07-05,6.28
UK,Facebook Ads,20.48,10.0,2020-07-05,
US,Facebook Ads,371.38,67.0,2020-07-05,957.83
US,Google Ads,0.0,1.0,2020-07-05,
UZ,Facebook Ads,0.0,1.0,2020-07-05,1.97
VN,Facebook Ads,0.5,1.0,2020-07-05,23.09
ZA,Facebook Ads,0.5,1.0,2020-07-05,17.62
AE,Facebook Ads,10.49,8.0,2020-07-06,58.55
AT,Facebook Ads,50.49,2.0,2020-07-06,12.81
AU,Facebook Ads,9.49,12.0,2020-07-06,93.83
BR,Facebook Ads,61.480000000000004,5.0,2020-07-06,115.26
CA,Facebook Ads,61.980000000000004,11.0,2020-07-06,122.22
CH,Facebook Ads,50.49,5.0,2020-07-06,36.05
CI,Facebook Ads,49.99,1.0,2020-07-06,3.12
CL,Facebook Ads,0.5,1.0,2020-07-06,28.66
CN,Facebook Ads,61.980000000000004,7.0,2020-07-06,31.27
CO,Facebook Ads,1.0,4.0,2020-07-06,21.55
CR,Facebook Ads,0.0,1.0,2020-07-06,9.29
CZ,Facebook Ads,50.49,2.0,2020-07-06,11.3
DE,Facebook Ads,1.0,3.0,2020-07-06,49.58
DK,Facebook Ads,1.0,2.0,2020-07-06,7.74
DO,Facebook Ads,10.99,5.0,2020-07-06,6.84
EE,Facebook Ads,0.5,1.0,2020-07-06,2.63
EG,Facebook Ads,0.0,2.0,2020-07-06,15.71
ES,Facebook Ads,0.5,1.0,2020-07-06,22.55
GE,Facebook Ads,0.5,1.0,2020-07-06,3.82
GH,Facebook Ads,0.5,3.0,2020-07-06,15.98
HK,Facebook Ads,101.48,5.0,2020-07-06,72.26
HT,Facebook Ads,10.99,3.0,2020-07-06,1.73
ID,Facebook Ads,0.5,1.0,2020-07-06,16.03
IN,Facebook Ads,0.0,2.0,2020-07-06,16.07
IN,Google Ads,0.5,1.0,2020-07-06,
IQ,Facebook Ads,0.5,1.0,2020-07-06,1.51
IT,Facebook Ads,0.5,1.0,2020-07-06,34.0
JM,Facebook Ads,0.0,1.0,2020-07-06,2.92
JP,Facebook Ads,1.5,3.0,2020-07-06,25.45
KR,Facebook Ads,10.99,3.0,2020-07-06,14.53
MT,Facebook Ads,0.5,1.0,2020-07-06,2.09
MX,Facebook Ads,1.0,3.0,2020-07-06,37.91
MY,Facebook Ads,0.5,1.0,2020-07-06,24.95
MY,Google Ads,0.5,1.0,2020-07-06,
NG,Facebook Ads,1.0,2.0,2020-07-06,22.02
NL,Facebook Ads,1.0,4.0,2020-07-06,21.83
OM,Facebook Ads,0.0,1.0,2020-07-06,6.94
Organic/Unknown,Organic/Unknown,119.97,31.0,2020-07-06,
PH,Facebook Ads,0.5,1.0,2020-07-06,53.82
PL,Facebook Ads,1.0,6.0,2020-07-06,63.92
RO,Facebook Ads,0.5,2.0,2020-07-06,13.61
RU,Facebook Ads,0.5,2.0,2020-07-06,18.77
SA,Facebook Ads,12.49,6.0,2020-07-06,63.81
SE,Facebook Ads,10.49,3.0,2020-07-06,23.42
SG,Facebook Ads,0.5,1.0,2020-07-06,24.44
SK,Facebook Ads,0.5,1.0,2020-07-06,5.79
TH,Facebook Ads,8.99,4.0,2020-07-06,28.79
TR,Facebook Ads,0.5,4.0,2020-07-06,59.41
TW,Facebook Ads,0.0,2.0,2020-07-06,8.09
TZ,Facebook Ads,0.5,1.0,2020-07-06,9.37
UA,Facebook Ads,0.5,1.0,2020-07-06,9.48
UK,Facebook Ads,1.5,7.0,2020-07-06,
US,Facebook Ads,272.41,90.0,2020-07-06,1227.82
VN,Facebook Ads,1.0,3.0,2020-07-06,29.53
ZA,Facebook Ads,50.49,4.0,2020-07-06,17.74
AE,Facebook Ads,0.0,2.0,2020-07-07,39.57
AU,Facebook Ads,9.49,6.0,2020-07-07,91.6
BE,Facebook Ads,0.5,1.0,2020-07-07,9.73
BR,Facebook Ads,3.0,11.0,2020-07-07,130.63
CA,Facebook Ads,12.49,9.0,2020-07-07,114.6
CH,Facebook Ads,11.99,6.0,2020-07-07,19.03
CL,Facebook Ads,0.5,1.0,2020-07-07,19.58
CN,Facebook Ads,2.5,5.0,2020-07-07,56.48
CR,Facebook Ads,0.0,1.0,2020-07-07,6.54
CZ,Facebook Ads,0.5,1.0,2020-07-07,10.45
DE,Facebook Ads,8.49,3.0,2020-07-07,31.73
FI,Facebook Ads,10.99,3.0,2020-07-07,5.04
GH,Facebook Ads,0.5,1.0,2020-07-07,13.49
GR,Facebook Ads,0.5,1.0,2020-07-07,6.97
GU,Facebook Ads,0.5,1.0,2020-07-07,0.97
HK,Facebook Ads,103.48,13.0,2020-07-07,214.12
HR,Facebook Ads,0.0,1.0,2020-07-07,3.4
HU,Facebook Ads,0.0,2.0,2020-07-07,12.09
IN,Facebook Ads,0.5,2.0,2020-07-07,19.89
JM,Facebook Ads,0.0,1.0,2020-07-07,2.48
KR,Facebook Ads,0.0,1.0,2020-07-07,16.72
MO,Facebook Ads,0.5,1.0,2020-07-07,24.33
MX,Facebook Ads,1.0,2.0,2020-07-07,38.53
MY,Facebook Ads,1.5,4.0,2020-07-07,48.04
NI,Facebook Ads,0.0,1.0,2020-07-07,0.7
NO,Facebook Ads,0.5,1.0,2020-07-07,10.35
NP,Facebook Ads,0.0,1.0,2020-07-07,1.93
Organic/Unknown,Organic/Unknown,377.91,33.0,2020-07-07,
PH,Facebook Ads,2.0,6.0,2020-07-07,61.18
PL,Facebook Ads,1.0,2.0,2020-07-07,30.37
PT,Facebook Ads,0.0,1.0,2020-07-07,5.31
QA,Facebook Ads,0.5,1.0,2020-07-07,7.55
RO,Facebook Ads,0.0,1.0,2020-07-07,18.13
RU,Facebook Ads,1.0,4.0,2020-07-07,39.91
SA,Facebook Ads,1.0,4.0,2020-07-07,41.47
SG,Facebook Ads,1.5,3.0,2020-07-07,40.9
TR,Facebook Ads,0.5,3.0,2020-07-07,31.29
UA,Facebook Ads,0.5,1.0,2020-07-07,8.66
UK,Facebook Ads,0.5,4.0,2020-07-07,
US,Facebook Ads,704.77,131.0,2020-07-07,1375.09
VN,Facebook Ads,50.49,3.0,2020-07-07,30.96
AE,Facebook Ads,19.98,5.0,2020-07-08,30.17
AU,Facebook Ads,19.98,3.0,2020-07-08,31.01
BE,Facebook Ads,9.99,3.0,2020-07-08,9.0
BR,Facebook Ads,28.47,7.0,2020-07-08,114.05
CA,Facebook Ads,22.48,9.0,2020-07-08,61.64
CL,Facebook Ads,0.5,2.0,2020-07-08,13.06
CN,Facebook Ads,0.5,1.0,2020-07-08,7.16
CO,Facebook Ads,10.49,3.0,2020-07-08,9.94
CR,Facebook Ads,0.0,1.0,2020-07-08,4.6
CZ,Facebook Ads,10.49,2.0,2020-07-08,12.14
DE,Facebook Ads,30.47,4.0,2020-07-08,33.64
EE,Facebook Ads,9.99,1.0,2020-07-08,1.42
EG,Facebook Ads,0.5,2.0,2020-07-08,10.47
ES,Facebook Ads,0.5,1.0,2020-07-08,17.68
GE,Facebook Ads,0.5,1.0,2020-07-08,2.29
GH,Facebook Ads,8.99,5.0,2020-07-08,14.61
HK,Facebook Ads,27.47,9.0,2020-07-08,12.77
IL,Facebook Ads,0.5,1.0,2020-07-08,5.55
IT,Facebook Ads,10.49,2.0,2020-07-08,16.77
JM,Facebook Ads,0.0,1.0,2020-07-08,2.48
JP,Facebook Ads,51.49,4.0,2020-07-08,17.59
KH,Facebook Ads,7.99,1.0,2020-07-08,2.54
KR,Facebook Ads,9.99,1.0,2020-07-08,7.46
MN,Facebook Ads,9.99,1.0,2020-07-08,1.7
MX,Facebook Ads,1.5,4.0,2020-07-08,20.74
NG,Facebook Ads,0.0,1.0,2020-07-08,19.49
NO,Facebook Ads,0.5,2.0,2020-07-08,12.07
NZ,Facebook Ads,1.0,3.0,2020-07-08,10.52
Organic/Unknown,Organic/Unknown,138.86,39.0,2020-07-08,
PH,Facebook Ads,0.5,5.0,2020-07-08,16.09
PL,Facebook Ads,1.0,3.0,2020-07-08,48.49
PR,Facebook Ads,9.99,1.0,2020-07-08,2.3
PY,Facebook Ads,7.99,1.0,2020-07-08,0.9
QA,Facebook Ads,0.5,1.0,2020-07-08,6.66
RO,Facebook Ads,7.99,2.0,2020-07-08,10.37
RS,Facebook Ads,9.99,1.0,2020-07-08,1.95
RU,Facebook Ads,21.98,10.0,2020-07-08,61.34
SA,Facebook Ads,10.49,4.0,2020-07-08,34.21
SC,Facebook Ads,0.5,1.0,2020-07-08,0.16
SE,Facebook Ads,10.49,2.0,2020-07-08,12.7
SG,Facebook Ads,0.5,2.0,2020-07-08,13.26
TH,Facebook Ads,7.99,2.0,2020-07-08,13.87
TR,Facebook Ads,8.49,3.0,2020-07-08,27.24
TW,Facebook Ads,0.5,1.0,2020-07-08,6.1
UA,Facebook Ads,60.480000000000004,3.0,2020-07-08,13.97
UK,Facebook Ads,31.47,7.0,2020-07-08,
US,Facebook Ads,289.77,106.0,2020-07-08,1311.86
VN,Facebook Ads,7.99,1.0,2020-07-08,11.11
AE,Facebook Ads,16.98,6.0,2020-07-09,31.05
AR,Facebook Ads,0.0,1.0,2020-07-09,3.43
AU,Facebook Ads,10.49,3.0,2020-07-09,42.55
BE,Facebook Ads,18.48,3.0,2020-07-09,9.86
BR,Facebook Ads,31.97,13.0,2020-07-09,125.94
CA,Facebook Ads,68.47,5.0,2020-07-09,70.09
CL,Facebook Ads,100.48,3.0,2020-07-09,18.31
CN,Facebook Ads,0.5,1.0,2020-07-09,16.99
CZ,Facebook Ads,0.5,1.0,2020-07-09,10.94
DE,Facebook Ads,21.98,7.0,2020-07-09,43.0
DO,Facebook Ads,9.99,1.0,2020-07-09,2.87
EC,Facebook Ads,0.5,1.0,2020-07-09,2.18
EG,Facebook Ads,10.49,3.0,2020-07-09,8.53
ES,Facebook Ads,10.49,3.0,2020-07-09,18.6
FR,Facebook Ads,19.98,3.0,2020-07-09,26.82
GR,Facebook Ads,0.0,1.0,2020-07-09,7.07
HK,Facebook Ads,35.96,6.0,2020-07-09,36.31
HR,Facebook Ads,0.0,1.0,2020-07-09,3.08
HU,Facebook Ads,0.5,1.0,2020-07-09,6.33
ID,Facebook Ads,7.99,1.0,2020-07-09,7.02
IN,Facebook Ads,18.48,4.0,2020-07-09,14.28
IT,Facebook Ads,8.49,2.0,2020-07-09,22.49
JP,Facebook Ads,29.47,8.0,2020-07-09,22.01
KR,Facebook Ads,0.5,1.0,2020-07-09,12.93
KW,Facebook Ads,10.49,2.0,2020-07-09,5.11
KZ,Facebook Ads,0.0,2.0,2020-07-09,4.63
LA,Facebook Ads,9.99,1.0,2020-07-09,0.58
LS,Facebook Ads,0.5,1.0,2020-07-09,0.08
LU,Facebook Ads,0.5,1.0,2020-07-09,1.27
MX,Facebook Ads,21.48,6.0,2020-07-09,17.5
MY,Facebook Ads,29.97,5.0,2020-07-09,17.77
NG,Facebook Ads,22.48,7.0,2020-07-09,17.67
NL,Facebook Ads,8.49,2.0,2020-07-09,15.74
NO,Facebook Ads,1.0,2.0,2020-07-09,13.42
NZ,Facebook Ads,0.5,1.0,2020-07-09,10.17
Organic/Unknown,Organic/Unknown,378.82,37.0,2020-07-09,
PH,Facebook Ads,17.98,2.0,2020-07-09,25.31
PK,Facebook Ads,0.0,1.0,2020-07-09,2.05
PL,Facebook Ads,11.99,5.0,2020-07-09,44.91
PR,Facebook Ads,0.0,1.0,2020-07-09,2.67
QA,Facebook Ads,0.5,1.0,2020-07-09,6.57
RU,Facebook Ads,59.980000000000004,5.0,2020-07-09,56.3
SA,Facebook Ads,1.5,3.0,2020-07-09,45.43
SG,Facebook Ads,160.46,6.0,2020-07-09,16.92
TH,Facebook Ads,110.47,4.0,2020-07-09,12.3
TR,Facebook Ads,7.99,3.0,2020-07-09,33.81
TW,Facebook Ads,9.99,1.0,2020-07-09,6.26
UA,Facebook Ads,0.0,1.0,2020-07-09,10.23
UK,Facebook Ads,12.99,10.0,2020-07-09,
US,ByteDance,0.0,1.0,2020-07-09,
US,Facebook Ads,714.1600000000001,145.0,2020-07-09,1881.78
ZA,Facebook Ads,1.0,2.0,2020-07-09,16.69
AE,Facebook Ads,30.47,5.0,2020-07-10,50.86
AU,Facebook Ads,30.97,7.0,2020-07-10,50.29
BE,Facebook Ads,0.5,1.0,2020-07-10,8.79
